date,stor_Folsom,stor_Keswick,stor_New Melones,stor_Nimbus,stor_Pine Flat,stor_Shasta
2010-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
